ccgcode,indicator_group,Register_description,disease_register_size,ccg_listsize,prevalence
08C,CVDPP,Cardiovascular Disease - Primary Prevention,3436,202253,1.698862316
08C,DEM,Dementia,641,202253,0.316929786
08C,DEP,Depression,8544,202253,4.2244119988
08C,DM,Diabetes,7376,202253,3.6469174746
08C,EP,Epilepsy,878,202253,0.4341097536
08C,HF,Heart Failure,824,202253,0.4074105205
08C,HF,Heart Failure due to LVD,102,202253,0.0504318848
08C,HYP,Hypertension,18492,202253,9.1430040593
08C,LD,Learning  Disabilities,446,202253,0.2205158885
08C,MH,Mental Health,2585,202253,1.278102179
08C,OB,Obesity,8489,202253,4.1972183355
08C,OST,Osteoporosis,122,202253,0.0603204897
08C,PAD,Peripheral Atrial Disease,701,202253,0.3465956006
08C,PC,Palliative Care,426,202253,0.2106272836
08C,RA,Rheumatoid Arthritis,760,202253,0.3757669849
08C,SMOK,Smoking Indicators,32252,202253,15.946364207
08C,STIA,Stroke,1922,202253,0.9502949276
08C,THY,Thyroid,3821,202253,1.8892179597
08D,AF,Atrial Fibrillation,1936,287002,0.6745597592
08D,AST,Asthma,13074,287002,4.5553689521
08D,CAN,Cancer,3798,287002,1.3233357259
08D,CHD,Coronary Heart Disease,4726,287002,1.6466784204
08D,CKD,Chronic Kidney Disease,4182,287002,1.4571327029
08D,COPD,Chronic Obstructive Pulmonary Disease,2281,287002,0.7947679807
08D,CVDPP,Cardiovascular Disease - Primary Prevention,7481,287002,2.6066020446
08D,DEM,Dementia,886,287002,0.3087086501
08D,DEP,Depression,9452,287002,3.2933568407
08D,DM,Diabetes,13658,287002,4.7588518547
08D,EP,Epilepsy,1266,287002,0.4411119086
08D,HF,Heart Failure,1346,287002,0.4689862788
08D,HF,Heart Failure due to LVD,207,287002,0.0721249329
08D,HYP,Hypertension,30289,287002,10.553584992
08D,LD,Learning  Disabilities,810,287002,0.2822279984
08D,MH,Mental Health,3603,287002,1.2553919485
08D,OB,Obesity,21090,287002,7.3483808475
08D,OST,Osteoporosis,166,287002,0.0578393182
08D,PAD,Peripheral Atrial Disease,933,287002,0.3250848426
08D,PC,Palliative Care,384,287002,0.133796977
08D,RA,Rheumatoid Arthritis,1090,287002,0.3797882942
08D,SMOK,Smoking Indicators,51271,287002,17.86433544
08D,STIA,Stroke,2457,287002,0.8560915952
08D,THY,Thyroid,5308,287002,1.8494644637
08E,AF,Atrial Fibrillation,2947,251168,1.1733182571
08E,AST,Asthma,13497,251168,5.3736941012
08E,CAN,Cancer,4024,251168,1.6021149191
08E,CHD,Coronary Heart Disease,7090,251168,2.8228118232
08E,CKD,Chronic Kidney Disease,5360,251168,2.1340298127
08E,COPD,Chronic Obstructive Pulmonary Disease,2089,251168,0.8317142311
08E,CVDPP,Cardiovascular Disease - Primary Prevention,6706,251168,2.6699261052
08E,DEM,Dementia,982,251168,0.3909733724
08E,DEP,Depression,6975,251168,2.7770257358
08E,DM,Diabetes,16577,251168,6.5999649637
08E,EP,Epilepsy,1151,251168,0.4582590139
08E,HF,Heart Failure,1397,251168,0.5562014269
08E,HF,Heart Failure due to LVD,301,251168,0.119840107
08E,HYP,Hypertension,32715,251168,13.025146515
08E,LD,Learning  Disabilities,836,251168,0.3328449484
08E,MH,Mental Health,2365,251168,0.9416008409
08E,OB,Obesity,13631,251168,5.4270448465
08E,OST,Osteoporosis,212,251168,0.0844056568
08E,PAD,Peripheral Atrial Disease,1242,251168,0.4944897439
08E,PC,Palliative Care,554,251168,0.2205694993
08E,RA,Rheumatoid Arthritis,1315,251168,0.5235539559
08E,SMOK,Smoking Indicators,55079,251168,21.929147025
08E,STIA,Stroke,3158,251168,1.257325774
08E,THY,Thyroid,8797,251168,3.5024366161
08F,AF,Atrial Fibrillation,3621,247359,1.4638642621
08F,AST,Asthma,12067,247359,4.8783347281
08F,CAN,Cancer,4935,247359,1.9950759827
08F,CHD,Coronary Heart Disease,7428,247359,3.0029228773
08F,CKD,Chronic Kidney Disease,6791,247359,2.7454024313
08F,COPD,Chronic Obstructive Pulmonary Disease,4227,247359,1.7088523159
08F,CVDPP,Cardiovascular Disease - Primary Prevention,6379,247359,2.5788428964
08F,DEM,Dementia,1362,247359,0.550616715
08F,DEP,Depression,6028,247359,2.4369438751
08F,DM,Diabetes,11962,247359,4.8358863029
08F,EP,Epilepsy,1318,247359,0.5328288035
08F,HF,Heart Failure,1266,247359,0.5118067263
08F,HF,Heart Failure due to LVD,248,247359,0.1002591375
08F,HYP,Hypertension,34482,247359,13.940062824
08F,LD,Learning  Disabilities,631,247359,0.2550948217
08F,MH,Mental Health,1571,247359,0.6351092946
08F,OB,Obesity,20408,247359,8.2503567689
08F,OST,Osteoporosis,282,247359,0.1140043419
08F,PAD,Peripheral Atrial Disease,1279,247359,0.5170622456
08F,PC,Palliative Care,486,247359,0.1964755679
08F,RA,Rheumatoid Arthritis,1532,247359,0.6193427367
08F,SMOK,Smoking Indicators,56799,247359,22.962172389
08F,STIA,Stroke,3820,247359,1.5443141345
08F,THY,Thyroid,8923,247359,3.6073075975
08G,AF,Atrial Fibrillation,3330,295393,1.1273117508
08G,AST,Asthma,14684,295393,4.9710047293
08G,CAN,Cancer,4373,295393,1.4804006865
08G,CHD,Coronary Heart Disease,6792,295393,2.2993097331
08G,CKD,Chronic Kidney Disease,6781,295393,2.2955858805
08G,COPD,Chronic Obstructive Pulmonary Disease,3455,295393,1.1696282579
08G,CVDPP,Cardiovascular Disease - Primary Prevention,8871,295393,3.0031178802
08G,DEM,Dementia,1150,295393,0.3893118659
08G,DEP,Depression,11805,295393,3.9963709363
08G,DM,Diabetes,14772,295393,5.0007955503
08G,EP,Epilepsy,1371,295393,0.4641274505
08G,HF,Heart Failure,1385,295393,0.4688668994
08G,HF,Heart Failure due to LVD,315,295393,0.106637598
08G,HYP,Hypertension,35937,295393,12.165826543
08G,LD,Learning  Disabilities,686,295393,0.2322329913
08G,MH,Mental Health,2154,295393,0.7291980514
08G,OB,Obesity,15767,295393,5.3376349473
08G,OST,Osteoporosis,255,295393,0.0863256746
08G,PAD,Peripheral Atrial Disease,1377,295393,0.4661586429
08G,PC,Palliative Care,629,295393,0.212936664
08G,RA,Rheumatoid Arthritis,1530,295393,0.5179540477
08G,SMOK,Smoking Indicators,59256,295393,20.060055587
08G,STIA,Stroke,3246,295393,1.098875058
08G,THY,Thyroid,8140,295393,2.7556509464
08H,AF,Atrial Fibrillation,1878,229457,0.8184540023
08H,AST,Asthma,12187,229457,5.3112347847
08H,CAN,Cancer,3263,229457,1.4220529337
08H,CHD,Coronary Heart Disease,3838,229457,1.6726445478
08H,CKD,Chronic Kidney Disease,3354,229457,1.4617117804
08H,COPD,Chronic Obstructive Pulmonary Disease,3481,229457,1.5170598413
08H,CVDPP,Cardiovascular Disease - Primary Prevention,5565,229457,2.4252910131
08H,DEM,Dementia,912,229457,0.3974600906
08H,DEP,Depression,13052,229457,5.6882117347
08H,DM,Diabetes,9447,229457,4.117111267
08H,EP,Epilepsy,1158,229457,0.5046697203
08H,HF,Heart Failure,1240,229457,0.5404062635
08H,HF,Heart Failure due to LVD,311,229457,0.1355373774
08H,HYP,Hypertension,20840,229457,9.0823117185
08H,LD,Learning  Disabilities,788,229457,0.3434194642
08H,MH,Mental Health,3385,229457,1.475221937
08H,OB,Obesity,12706,229457,5.5374209547
08H,OST,Osteoporosis,158,229457,0.0688582174
08H,PAD,Peripheral Atrial Disease,1003,229457,0.4371189373
08H,PC,Palliative Care,529,229457,0.230544285
08H,RA,Rheumatoid Arthritis,944,229457,0.4114060587
08H,SMOK,Smoking Indicators,39807,229457,17.348348492
08H,STIA,Stroke,2326,229457,1.0136975555
08H,THY,Thyroid,5039,229457,2.1960541627
08J,AF,Atrial Fibrillation,2162,196942,1.0977851347
08J,AST,Asthma,9230,196942,4.6866590164
08J,CAN,Cancer,2989,196942,1.5177057205
08J,CHD,Coronary Heart Disease,4350,196942,2.2087721258
08J,CKD,Chronic Kidney Disease,3824,196942,1.9416884159
08J,COPD,Chronic Obstructive Pulmonary Disease,2189,196942,1.1114947548
08J,CVDPP,Cardiovascular Disease - Primary Prevention,4250,196942,2.1579957551
08J,DEM,Dementia,779,196942,0.3955479278
08J,DEP,Depression,6852,196942,3.4791969209
08J,DM,Diabetes,7723,196942,3.9214591098
08J,EP,Epilepsy,891,196942,0.452417463
08J,HF,Heart Failure,893,196942,0.4534329904
08J,HF,Heart Failure due to LVD,288,196942,0.1462359476
08J,HYP,Hypertension,20744,196942,10.53305034
08J,LD,Learning  Disabilities,500,196942,0.2538818535
08J,MH,Mental Health,1589,196942,0.8068365306
08J,OB,Obesity,10239,196942,5.1989925968
08J,OST,Osteoporosis,173,196942,0.0878431213
08J,PAD,Peripheral Atrial Disease,665,196942,0.3376628652
08J,PC,Palliative Care,356,196942,0.1807638797
08J,RA,Rheumatoid Arthritis,815,196942,0.4138274213
08J,SMOK,Smoking Indicators,35477,196942,18.013933036
08J,STIA,Stroke,2037,196942,1.0343146713
08J,THY,Thyroid,4978,196942,2.5276477339
08K,AF,Atrial Fibrillation,2304,370463,0.6219244567
08K,AST,Asthma,17668,370463,4.7691672313
08K,CAN,Cancer,5019,370463,1.3547911667
08K,CHD,Coronary Heart Disease,5041,370463,1.3607296815
08K,CKD,Chronic Kidney Disease,5765,370463,1.5561608042
08K,COPD,Chronic Obstructive Pulmonary Disease,3521,370463,0.9504322969
08K,CVDPP,Cardiovascular Disease - Primary Prevention,10185,370463,2.7492624095
08K,DEM,Dementia,1036,370463,0.2796500595
08K,DEP,Depression,16930,370463,4.5699570537
08K,DM,Diabetes,15302,370463,4.1305069602
08K,EP,Epilepsy,1575,370463,0.4251436716
08K,HF,Heart Failure,1611,370463,0.4348612412
08K,HF,Heart Failure due to LVD,487,370463,0.1314571226
08K,HYP,Hypertension,35080,370463,9.4692317451
08K,LD,Learning  Disabilities,1072,370463,0.2893676292
08K,MH,Mental Health,4669,370463,1.2603147953
08K,OB,Obesity,20522,370463,5.5395545574
08K,OST,Osteoporosis,167,370463,0.0450787258
08K,PAD,Peripheral Atrial Disease,1275,370463,0.3441639246
08K,PC,Palliative Care,627,370463,0.1692476712
08K,RA,Rheumatoid Arthritis,1348,370463,0.3638689964
08K,SMOK,Smoking Indicators,62070,370463,16.754709647
08K,STIA,Stroke,3396,370463,0.9166907356
08K,THY,Thyroid,6525,370463,1.7613094965
08L,AF,Atrial Fibrillation,2260,303345,0.7450262902
08L,AST,Asthma,17211,303345,5.6737378233
08L,CAN,Cancer,4185,303345,1.3796172675
08L,CHD,Coronary Heart Disease,5336,303345,1.7590532232
08L,CKD,Chronic Kidney Disease,4809,303345,1.5853236414
08L,COPD,Chronic Obstructive Pulmonary Disease,3745,303345,1.2345679012
08L,CVDPP,Cardiovascular Disease - Primary Prevention,9051,303345,2.9837313949
08L,DEM,Dementia,1064,303345,0.3507557402
08L,DEP,Depression,13917,303345,4.5878455224
08L,DM,Diabetes,14487,303345,4.7757503832
08L,EP,Epilepsy,1425,303345,0.469762152
08L,HF,Heart Failure,1503,303345,0.4954754487
08L,HF,Heart Failure due to LVD,328,303345,0.1081277094
08L,HYP,Hypertension,34166,303345,11.263083288
08L,LD,Learning  Disabilities,882,303345,0.2907580478
08L,MH,Mental Health,3849,303345,1.2688522969
08L,OB,Obesity,18909,303345,6.2334965139
08L,OST,Osteoporosis,181,303345,0.0596680347
08L,PAD,Peripheral Atrial Disease,1598,303345,0.5267929255
08L,PC,Palliative Care,309,303345,0.101864214
08L,RA,Rheumatoid Arthritis,1182,303345,0.3896553429
08L,SMOK,Smoking Indicators,59659,303345,19.667045773
08L,STIA,Stroke,3398,303345,1.1201766965
08L,THY,Thyroid,5697,303345,1.8780596351
08M,AF,Atrial Fibrillation,1629,363501,0.4481418208
08M,AST,Asthma,16099,363501,4.4288736482
08M,CAN,Cancer,2793,363501,0.7683610224
08M,CHD,Coronary Heart Disease,6724,363501,1.8497885838
08M,CKD,Chronic Kidney Disease,6182,363501,1.7006830793
08M,COPD,Chronic Obstructive Pulmonary Disease,3148,363501,0.8660223768
08M,CVDPP,Cardiovascular Disease - Primary Prevention,10581,363501,2.9108585671
08M,DEM,Dementia,961,363501,0.264373413
08M,DEP,Depression,10105,363501,2.7799098214
08M,DM,Diabetes,21312,363501,5.8629824952
08M,EP,Epilepsy,1308,363501,0.3598339482
08M,HF,Heart Failure,1777,363501,0.488856977
08M,HF,Heart Failure due to LVD,277,363501,0.0762033667
08M,HYP,Hypertension,37587,363501,10.340274167
08M,LD,Learning  Disabilities,1044,363501,0.2872069128
08M,MH,Mental Health,3672,363501,1.010176038
08M,OB,Obesity,27333,363501,7.519374087
08M,OST,Osteoporosis,97,363501,0.0266849335
08M,PAD,Peripheral Atrial Disease,907,363501,0.249517883
08M,PC,Palliative Care,349,363501,0.09601074
08M,RA,Rheumatoid Arthritis,1432,363501,0.3939466466
08M,SMOK,Smoking Indicators,63784,363501,17.54713192
08M,STIA,Stroke,2767,363501,0.7612083598
08M,THY,Thyroid,5735,363501,1.5777123034
08N,AF,Atrial Fibrillation,2603,288953,0.9008385447
08N,AST,Asthma,14250,288953,4.9315978723
08N,CAN,Cancer,3822,288953,1.3227064609
08N,CHD,Coronary Heart Disease,7745,288953,2.6803667032
08N,CKD,Chronic Kidney Disease,6453,288953,2.2332351628
08N,COPD,Chronic Obstructive Pulmonary Disease,2699,288953,0.9340619409
08N,CVDPP,Cardiovascular Disease - Primary Prevention,7467,288953,2.5841572851
08N,DEM,Dementia,1246,288953,0.4312119964
08N,DEP,Depression,8661,288953,2.9973732752
08N,DM,Diabetes,17566,288953,6.0791893491
08N,EP,Epilepsy,1254,288953,0.4339806128
08N,HF,Heart Failure,1429,288953,0.4945440954
08N,HF,Heart Failure due to LVD,323,288953,0.1117828851
08N,HYP,Hypertension,35258,288953,12.201984406
08N,LD,Learning  Disabilities,804,288953,0.2782459431
08N,MH,Mental Health,2496,288953,0.863808301
08N,OB,Obesity,18152,288953,6.2819904967
08N,OST,Osteoporosis,235,288953,0.0813281053
08N,PAD,Peripheral Atrial Disease,890,288953,0.3080085689
08N,PC,Palliative Care,362,288953,0.1252798898
08N,RA,Rheumatoid Arthritis,1451,288953,0.5021577904
08N,SMOK,Smoking Indicators,59263,288953,20.509563839
08N,STIA,Stroke,3181,288953,1.1008710759
08N,THY,Thyroid,8357,288953,2.892165854
08P,AF,Atrial Fibrillation,2631,206503,1.2740735001
08P,AST,Asthma,9134,206503,4.4231802928
08P,CAN,Cancer,3650,206503,1.767528801
08P,CHD,Coronary Heart Disease,3893,206503,1.8852026363
08P,CKD,Chronic Kidney Disease,4101,206503,1.9859275652
08P,COPD,Chronic Obstructive Pulmonary Disease,1970,206503,0.9539812981
08P,CVDPP,Cardiovascular Disease - Primary Prevention,4310,206503,2.0871367486
08P,DEM,Dementia,1093,206503,0.5292901314
08P,DEP,Depression,6164,206503,2.9849445287
08P,DM,Diabetes,5762,206503,2.7902742333
08P,EP,Epilepsy,963,206503,0.4663370508
08P,HF,Heart Failure,791,206503,0.3830452826
08P,HF,Heart Failure due to LVD,167,206503,0.0808704958
08P,HYP,Hypertension,20896,206503,10.118981322
08P,LD,Learning  Disabilities,451,206503,0.2183987642
08P,MH,Mental Health,1705,206503,0.8256538646
08P,OB,Obesity,7612,206503,3.6861449955
08P,OST,Osteoporosis,227,206503,0.1099257638
08P,PAD,Peripheral Atrial Disease,702,206503,0.3399466352
08P,PC,Palliative Care,370,206503,0.1791741524
08P,RA,Rheumatoid Arthritis,814,206503,0.3941831354
08P,SMOK,Smoking Indicators,35111,206503,17.002658557
08P,STIA,Stroke,2261,206503,1.0948993477
08P,THY,Thyroid,5450,206503,2.6391868399
08Q,AF,Atrial Fibrillation,2086,304227,0.6856722119
08Q,AST,Asthma,13248,304227,4.354643079
08Q,CAN,Cancer,3851,304227,1.2658311064
08Q,CHD,Coronary Heart Disease,4546,304227,1.494278943
08Q,CKD,Chronic Kidney Disease,4987,304227,1.6392364912
08Q,COPD,Chronic Obstructive Pulmonary Disease,4336,304227,1.4252515391
08Q,CVDPP,Cardiovascular Disease - Primary Prevention,9473,304227,3.1137933188
08Q,DEM,Dementia,928,304227,0.3050353848
08Q,DEP,Depression,13733,304227,4.5140635118
08Q,DM,Diabetes,13484,304227,4.4322167329
08Q,EP,Epilepsy,1309,304227,0.4302708175
08Q,HF,Heart Failure,1383,304227,0.4545947598
08Q,HF,Heart Failure due to LVD,541,304227,0.1778277405
08Q,HYP,Hypertension,32613,304227,10.719955822
08Q,LD,Learning  Disabilities,699,304227,0.2297626443
08Q,MH,Mental Health,3643,304227,1.1974611063
08Q,OB,Obesity,20406,304227,6.7074914455
08Q,OST,Osteoporosis,240,304227,0.0788884616
08Q,PAD,Peripheral Atrial Disease,1224,304227,0.402331154
08Q,PC,Palliative Care,505,304227,0.1659944712
08Q,RA,Rheumatoid Arthritis,1307,304227,0.4296134137
08Q,SMOK,Smoking Indicators,54141,304227,17.796250826
08Q,STIA,Stroke,2781,304227,0.9141200485
08Q,THY,Thyroid,5401,304227,1.7753190874
08R,AF,Atrial Fibrillation,2126,217338,0.9781998546
08R,AST,Asthma,10244,217338,4.7133957246
08R,CAN,Cancer,3410,217338,1.5689847151
08R,CHD,Coronary Heart Disease,4555,217338,2.0958138936
08R,CKD,Chronic Kidney Disease,4707,217338,2.1657510422
08R,COPD,Chronic Obstructive Pulmonary Disease,2404,217338,1.1061112185
08R,CVDPP,Cardiovascular Disease - Primary Prevention,5797,217338,2.6672740156
08R,DEM,Dementia,920,217338,0.4233037941
08R,DEP,Depression,8300,217338,3.8189364032
08R,DM,Diabetes,9714,217338,4.4695359302
08R,EP,Epilepsy,875,217338,0.4025987172
08R,HF,Heart Failure,1019,217338,0.4688549632
08R,HF,Heart Failure due to LVD,267,217338,0.1228501229
08R,HYP,Hypertension,23141,217338,10.64747076
08R,LD,Learning  Disabilities,564,217338,0.2595036303
08R,MH,Mental Health,1742,217338,0.8015165319
08R,OB,Obesity,11585,217338,5.3304070158
08R,OST,Osteoporosis,172,217338,0.079139405
08R,PAD,Peripheral Atrial Disease,861,217338,0.3961571377
08R,PC,Palliative Care,399,217338,0.183585015
08R,RA,Rheumatoid Arthritis,1007,217338,0.4633336094
08R,SMOK,Smoking Indicators,39977,217338,18.393930192
08R,STIA,Stroke,2264,217338,1.0416954237
08R,THY,Thyroid,4811,217338,2.2136027754
08T,AF,Atrial Fibrillation,2258,187468,1.2044722299
08T,AST,Asthma,10373,187468,5.5332110013
08T,CAN,Cancer,3553,187468,1.8952567905
08T,CHD,Coronary Heart Disease,4818,187468,2.5700386199
08T,CKD,Chronic Kidney Disease,5109,187468,2.7252651119
08T,COPD,Chronic Obstructive Pulmonary Disease,2519,187468,1.3436959908
08T,CVDPP,Cardiovascular Disease - Primary Prevention,4812,187468,2.5668380737
08T,DEM,Dementia,860,187468,0.4587449591
08T,DEP,Depression,9246,187468,4.9320417351
08T,DM,Diabetes,8586,187468,4.5799816502
08T,EP,Epilepsy,1052,187468,0.5611624384
08T,HF,Heart Failure,964,187468,0.5142210937
08T,HF,Heart Failure due to LVD,285,187468,0.1520259458
08T,HYP,Hypertension,22946,187468,12.239955619
08T,LD,Learning  Disabilities,829,187468,0.4422088036
08T,MH,Mental Health,1618,187468,0.8630806324
08T,OB,Obesity,11210,187468,5.9796871999
08T,OST,Osteoporosis,160,187468,0.0853478994
08T,PAD,Peripheral Atrial Disease,848,187468,0.4523438667
08T,PC,Palliative Care,314,187468,0.1674952525
08T,RA,Rheumatoid Arthritis,924,187468,0.4928841189
08T,SMOK,Smoking Indicators,48579,187468,25.913222523
08T,STIA,Stroke,2378,187468,1.2684831545
08T,THY,Thyroid,4549,187468,2.4265474641
08V,AF,Atrial Fibrillation,1444,282920,0.5103916301
08V,AST,Asthma,12806,282920,4.5263678778
08V,CAN,Cancer,2485,282920,0.8783401668
08V,CHD,Coronary Heart Disease,4853,282920,1.7153258872
08V,CKD,Chronic Kidney Disease,4473,282920,1.5810123003
08V,COPD,Chronic Obstructive Pulmonary Disease,3607,282920,1.2749187049
08V,CVDPP,Cardiovascular Disease - Primary Prevention,7016,282920,2.479852962
08V,DEM,Dementia,721,282920,0.2548423583
08V,DEP,Depression,11554,282920,4.0838399548
08V,DM,Diabetes,14916,282920,5.2721617418
08V,EP,Epilepsy,1011,282920,0.3573448325
08V,HF,Heart Failure,1131,282920,0.3997596494
08V,HF,Heart Failure due to LVD,165,282920,0.0583203733
08V,HYP,Hypertension,22407,282920,7.9199066874
08V,LD,Learning  Disabilities,746,282920,0.2636787785
08V,MH,Mental Health,3657,282920,1.2925915453
08V,OB,Obesity,16247,282920,5.7426127527
08V,OST,Osteoporosis,114,282920,0.0402940761
08V,PAD,Peripheral Atrial Disease,1018,282920,0.3598190301
08V,PC,Palliative Care,452,282920,0.159762477
08V,RA,Rheumatoid Arthritis,958,282920,0.3386116217
08V,SMOK,Smoking Indicators,45015,282920,15.910858193
08V,STIA,Stroke,2141,282920,0.756751025
08V,THY,Thyroid,5298,282920,1.8726141665
08W,AF,Atrial Fibrillation,2217,295894,0.7492548007
08W,AST,Asthma,13906,295894,4.6996559579
08W,CAN,Cancer,3474,295894,1.1740690923
08W,CHD,Coronary Heart Disease,5876,295894,1.9858462828
08W,CKD,Chronic Kidney Disease,5158,295894,1.7431918187
08W,COPD,Chronic Obstructive Pulmonary Disease,2899,295894,0.9797427457
08W,CVDPP,Cardiovascular Disease - Primary Prevention,8297,295894,2.8040446917
08W,DEM,Dementia,1096,295894,0.3704029146
08W,DEP,Depression,9721,295894,3.2852981135
08W,DM,Diabetes,14757,295894,4.9872589508
08W,EP,Epilepsy,1256,295894,0.4244763327
08W,HF,Heart Failure,1456,295894,0.4920681055
08W,HF,Heart Failure due to LVD,163,295894,0.0550872948
08W,HYP,Hypertension,32612,295894,11.021514461
08W,LD,Learning  Disabilities,847,295894,0.2862511575
08W,MH,Mental Health,3183,295894,1.075723063
08W,OB,Obesity,19786,295894,6.6868540761
